transactId, softwareName, softwareId, date
'-20994476','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-01-28 21:27'
'-20994476','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-01-28 21:27'
'560235847','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-12 16:53'
'560235847','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-02-26 18:28'
'560235847','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-12 16:53'
'-1054921059','Windows Vista Business DVD','-792316006','2007-02-01 22:41'
'-1054921059','Windows Vista Business DVD (Polish)','862081786','2007-11-03 15:48'
'-1054921059','Windows XP Professional (Single User)','-395031122','2007-11-03 15:48'
'-1054921059','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2008-10-30 11:25'
'-814569171','IT Academy Course: Web Developer','-375283407','2009-01-02 18:56'
'-814569171','Project Professional 2007 (Polish)','41195903','2008-12-01 14:10'
'-814569171','Windows Vista Enterprise with SP1 (x86) - DVD','969256964','2008-12-01 12:32'
'-814569171','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2008-12-01 12:32'
'-814569171','XNA Game Studio 3.0','545953293','2009-01-02 18:56'
'-814569171','IT Academy Course: Web Developer','-375283407','2009-01-02 18:56'
'-814569171','XNA Game Studio 3.0','545953293','2009-01-02 18:56'
'-294176136','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-26 13:51'
'-294176136','Windows 7 Professional (x64) - DVD (English)','-619337823','2010-01-03 12:43'
'-294176136','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-26 13:51'
'-294176136','Windows Vista Business DVD with SP1 (Polish)','12226889','2010-06-03 18:59'
'-294176136','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2010-04-16 22:58'
'-429178177','Project Professional 2007 (Polish)','41195903','2010-10-25 19:35'
'-429178177','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-10-26 17:41'
'-429178177','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-10-25 18:22'
'-379856149','OneNote 2007','306172695','2008-02-26 01:29'
'-379856149','OneNote 2007 (Polish)','1041769347','2008-04-25 22:35'
'-379856149','Project Professional 2003','635651466','2007-04-17 09:51'
'-379856149','Windows 7 Beta (x86) - DVD','-848806120','2009-05-07 23:18'
'-379856149','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-25 19:25'
'-379856149','Windows Server 2003 Enterprise Edition (Polish)','743676536','2008-02-11 22:55'
'-379856149','Windows Vista Business 64bit DVD','-785049723','2008-02-11 23:21'
'-379856149','Windows Vista Business DVD (Polish)','862081786','2008-02-19 20:55'
'-379856149','Windows 7 Beta (x86) - DVD','-848806120','2009-05-07 23:18'
'-379856149','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-05-24 15:06'
'-379856149','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-25 19:25'
'-379856149','Windows Server 2008 Standard- Enterprise, and Datacenter with Service Pack 2 (x64) - DVD (Polish)','366860307','2010-01-19 20:36'
'-833616409','Project Professional 2003','635651466','2007-01-29 14:39'
'-833616409','Visio Professional 2003','-1028479386','2007-01-29 14:31'
'-833616409','Windows Server 2003 Enterprise Edition (Polish)','743676536','2007-01-29 14:36'
'-833616409','Windows XP Professional (Single User)','-395031122','2007-01-29 14:41'
'-833616409','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-01-30 13:35'
'-55098613','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-18 21:17'
'-55098613','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-10-25 22:10'
'-55098613','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-18 21:17'
'-55098613','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-10-25 22:10'
'-148059601','MSDN Library for Visual Studio 2005 - CD1','832017012','2008-02-25 16:31'
'-148059601','MSDN Library for Visual Studio 2005 - CD2','832017013','2008-02-25 16:34'
'-148059601','MSDN Library for Visual Studio 2005 - CD3','832017014','2008-02-25 16:35'
'-148059601','Project Professional 2003','635651466','2008-10-29 03:13'
'-148059601','Visual Studio 2008 Express Edition with SP1','-834545950','2008-11-14 00:39'
'-148059601','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2008-11-14 00:39'
'-148059601','Visual Studio 2008 SP1','227686903','2008-11-14 00:39'
'-148059601','Visual Studio Team System 2008 Team Suite (x86 and x64 WoW) - DVD','490723271','2008-11-13 22:56'
'-148059601','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-01-09 03:23'
'-16012672','Project Professional 2003','635651466','2009-10-21 13:06'
'-16012672','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-11-11 16:13'
'-16012672','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-25 02:07'
'-16012672','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-25 02:07'
'-16012672','Windows XP Professional (Single User) 64bit Edition','839337558','2009-10-21 13:06'
'-16012672','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2009-10-21 13:06'
'-16012672','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2009-10-21 13:06'
'-16012672','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-10-21 13:06'
'-16012672','Project Professional 2003','635651466','2009-10-21 13:06'
'-16012672','Visual Studio .NET 2003 Professional - Full Install','-68124807','2010-11-09 14:04'
'-16012672','Visual Studio 2008 Express Edition with SP1','-834545950','2010-03-16 10:38'
'-16012672','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-03-16 10:37'
'-16012672','Visual Studio 2010 Professional (x86) - DVD (English)','-722303051','2010-10-05 18:27'
'-16012672','Visual Studio 2010 Professional Language Pack (x86) - (Polish)','-290244202','2010-10-05 18:27'
'-16012672','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-11-11 16:13'
'-16012672','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-25 02:07'
'-16012672','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-25 02:07'
'-16012672','Windows XP Professional (Single User)','-395031122','2010-02-16 17:40'
'-16012672','Windows XP Professional (Single User) 64bit Edition','839337558','2009-10-21 13:06'
'-16012672','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2009-10-21 13:06'
'-16012672','Windows XP Professional with SP2 (Single User) ISO Image','885573206','2010-02-16 17:42'
'-16012672','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2009-10-21 13:06'
'-16012672','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-10-21 13:06'
'51773714','Visual Studio .NET 2003 Professional - Full Install','-68124807','2009-03-06 18:30'
'51773714','Visual Studio 2005 Professional Edition - DVD','466158650','2009-03-06 20:10'
'51773714','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-03-06 18:30'
'51773714','Visual Studio .NET 2003 Professional - Full Install','-68124807','2009-03-06 18:30'
'51773714','Visual Studio 2005 Professional Edition - DVD','466158650','2009-03-06 20:10'
'51773714','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-03-06 18:30'
'-904034768','Visio Professional 2007 (Polish)','1031840846','2009-12-11 11:20'
'-904034768','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-12-10 14:31'
'-904034768','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-12-11 10:45'
'-904034768','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-11 11:17'
'-904034768','Project Professional 2007 (Polish)','41195903','2010-01-11 23:25'
'-904034768','SQL Server 2005 Developer Edition - 32-bit - CD1','625885749','2010-01-28 14:32'
'-904034768','Visio Professional 2007 (Polish)','1031840846','2009-12-11 11:20'
'-904034768','Visio Professional 2010 (x86 and x64) - DVD (Polish)','-687607727','2010-10-04 11:08'
'-904034768','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-12-10 14:31'
'-904034768','Visual Studio 2010 Professional (x86) - DVD (English)','-722303051','2010-04-21 19:38'
'-904034768','Visual Studio 2010 Professional Language Pack (x64) - (Polish)','-323865326','2010-09-07 10:22'
'-904034768','Visual Studio 2010 Professional Language Pack (x86) - (Polish)','-290244202','2010-09-07 10:29'
'-904034768','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-12-11 10:45'
'-904034768','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-11 11:17'
'-904034768','Windows Server 2008 Enterprise and Standard - DVD','-305993218','2010-11-23 11:32'
'-904034768','Windows Server 2008 Standard- Enterprise, and Datacenter with Service Pack 2 (x86) - DVD (Polish)','775674007','2010-11-23 10:22'
'350603684','Project Professional 2007 (Polish)','41195903','2009-01-29 13:33'
'350603684','Windows 7 RC Language Pack (x86) - DVD (Multilanguage)','-458252471','2009-06-23 11:18'
'350603684','Windows 7 Ultimate RC (x86) - DVD','806976280','2009-06-17 16:04'
'350603684','Project Professional 2007 (Polish)','41195903','2009-01-29 13:33'
'350603684','Windows 7 RC Language Pack (x86) - DVD (Multilanguage)','-458252471','2009-06-23 11:18'
'350603684','Windows 7 Ultimate RC (x86) - DVD','806976280','2009-06-17 16:04'
'114891303','Project Professional 2003','635651466','2007-01-13 18:53'
'114891303','Windows Vista Business DVD','-792316006','2007-01-03 23:23'
'114891303','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2008-03-11 18:46'
'-837906320','Project Professional 2003','635651466','2009-01-05 15:06'
'-837906320','Visio Professional 2003','-1028479386','2009-01-05 15:06'
'-837906320','Visual Basic 2005 Express Edition','-282219693','2009-12-26 15:08'
'-837906320','Visual Basic 6.0 Enterprise Edition - Disc 1','349699779','2009-12-26 15:08'
'-837906320','Visual Basic 6.0 Enterprise Edition - Disc 2','349699780','2009-12-26 15:08'
'-837906320','Visual Studio .NET 2003 Professional - Full Install','-68124807','2009-01-05 15:06'
'-837906320','Visual Studio 2005 Professional Edition - DVD','466158650','2009-01-05 15:06'
'-837906320','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-03-25 14:38'
'-837906320','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-22 13:08'
'-837906320','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-22 13:08'
'-837906320','Windows Server 2003 Enterprise Edition (Polish)','743676536','2009-01-05 15:06'
'-837906320','Windows XP Professional (Single User) 64bit Edition','839337558','2009-01-05 15:06'
'-837906320','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2009-01-05 15:06'
'-837906320','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2009-01-05 15:06'
'-837906320','Project Professional 2003','635651466','2009-01-05 15:06'
'-837906320','Visio Professional 2003','-1028479386','2009-01-05 15:06'
'-837906320','Visual Basic 2005 Express Edition','-282219693','2009-12-26 15:08'
'-837906320','Visual Basic 6.0 Enterprise Edition - Disc 1','349699779','2009-12-26 15:08'
'-837906320','Visual Basic 6.0 Enterprise Edition - Disc 2','349699780','2009-12-26 15:08'
'-837906320','Visual Studio .NET 2003 Professional - Full Install','-68124807','2009-01-05 15:06'
'-837906320','Visual Studio 2005 Professional Edition - DVD','466158650','2009-01-05 15:06'
'-837906320','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-03-25 14:38'
'-837906320','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-22 13:08'
'-837906320','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-22 13:08'
'-837906320','Windows Server 2003 Enterprise Edition (Polish)','743676536','2009-01-05 15:06'
'-837906320','Windows XP Professional (Single User) 64bit Edition','839337558','2009-01-05 15:06'
'-837906320','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2009-01-05 15:06'
'-837906320','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2009-01-05 15:06'
'-837906320','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-10-07 20:09'
'-71510631','Visual Studio 2010 Professional (x86) - DVD (English)','-722303051','2010-11-17 18:12'
'-71510631','Visual Studio 2010 Professional Language Pack (x86) - (Polish)','-290244202','2010-11-15 21:24'
'-71510631','Visual Studio 2010 Ultimate (x86) - DVD (English)','114149812','2010-11-15 17:01'
'43887340','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-04-17 17:41'
'-1040336701','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-02-24 17:30'
'119261973','Visual Basic 2005 Express Edition','-282219693','2007-09-09 22:40'
'119261973','Visual Studio 2005 Professional Edition CD1','53593363','2007-03-26 21:34'
'119261973','Visual Studio 2005 Professional Edition CD2','53593364','2007-03-26 21:34'
'119261973','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2008-06-19 22:16'
'119261973','Windows Server 2003 Enterprise Edition (Polish)','743676536','2007-03-26 21:34'
'119261973','Windows Vista Business 64bit DVD (Polish)','460205788','2008-10-31 00:38'
'119261973','Windows Vista Business DVD','-792316006','2007-03-26 21:34'
'119261973','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-07-11 10:39'
'119261973','Windows 7 Language Pack (x64) - DVD (Multilanguage)','-233012253','2010-06-30 21:43'
'119261973','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-06-30 21:43'
'-809564961','Windows Vista Business DVD (Polish)','862081786','2007-10-28 01:08'
'979218842','Project Professional 2003','635651466','2007-01-29 09:26'
'979218842','Visual Studio 2005 Professional Edition CD2','53593364','2007-01-13 09:54'
'979218842','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-28 23:10'
'979218842','Windows Vista Business DVD','-792316006','2007-01-14 09:13'
'979218842','Windows XP Professional with SP2 (Single User) ISO Image','885573206','2007-01-20 14:08'
'979218842','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-28 23:10'
'520671112','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-12-24 04:21'
'520671112','Visual Studio 2008 SP1','227686903','2009-12-23 20:50'
'520671112','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-12-28 19:21'
'520671112','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-12-17 15:20'
'520671112','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-28 19:21'
'520671112','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-12-17 15:20'
'520671112','Visio Professional 2007 (Polish)','1031840846','2010-01-15 00:10'
'520671112','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-12-24 04:21'
'520671112','Visual Studio 2008 SP1','227686903','2009-12-23 20:50'
'520671112','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-12-28 19:21'
'520671112','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-12-17 15:20'
'520671112','Windows 7 Professional (x86) - DVD (English)','851167261','2010-09-29 23:57'
'520671112','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-12-28 19:21'
'520671112','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-12-17 15:20'
'1024258250','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-10-14 16:09'
'1024258250','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-10-14 23:21'
'-481973185','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-24 11:35'
'-481973185','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-30 19:24'
'-481973185','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2009-12-04 18:39'
'-481973185','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2009-12-04 18:28'
'-481973185','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-10-30 19:42'
'-481973185','Virtual PC 2007 64bit','912047082','2010-03-20 03:19'
'-481973185','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-24 11:35'
'-481973185','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-30 19:24'
'-481973185','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2009-12-04 18:39'
'-481973185','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2009-12-04 18:28'
'-481973185','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-10-30 19:42'
'-1011082550','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-03-06 11:11'
'-1011082550','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-09-15 21:40'
'-1011082550','Windows Vista Business DVD (Polish)','862081786','2009-03-06 10:53'
'-1011082550','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2009-03-07 09:39'
'-1011082550','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-03-05 19:36'
'-1011082550','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-03-06 11:11'
'-1011082550','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-09-15 21:40'
'-1011082550','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-07-03 11:21'
'-1011082550','Windows Vista Business DVD (Polish)','862081786','2009-03-06 10:53'
'-1011082550','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2009-03-07 09:39'
'-1011082550','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-03-05 19:36'
'125057058','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-04-23 22:37'
'-905010596','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-31 02:00'
'-905010596','Windows Vista Business 64bit DVD (Polish)','460205788','2008-12-04 04:18'
'-905010596','Windows Vista Business 64bit DVD with SP1','-449674823','2008-12-03 21:10'
'-905010596','Windows Vista Business DVD (Polish)','862081786','2008-12-01 18:13'
'-905010596','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-02-26 00:39'
'-905010596','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-03-21 14:03'
'-905010596','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-10-31 02:00'
'-905010596','Windows XP Professional (Single User) 64bit Edition','839337558','2010-01-02 15:58'
'-905010596','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-04-22 17:59'
'-905010596','Windows XP Service Pack 3 (x86) - CD (English)','275305991','2010-01-02 15:46'
'728342235','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-25 22:31'
'728342235','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-26 12:25'
'728342235','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-11-26 19:11'
'728342235','SQL Server 2005 Standard Edition - 32-bit - CD1','456277936','2010-05-17 23:01'
'728342235','SQL Server 2005 Standard Edition - 32-bit - CD2','456277937','2010-05-17 23:04'
'728342235','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2010-01-07 23:42'
'728342235','Windows 7 Professional (x64) - DVD (English)','-619337823','2010-03-11 23:17'
'728342235','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-25 22:31'
'728342235','Windows 7 Professional (x86) - DVD (Polish)','818369156','2009-11-26 12:25'
'728342235','Windows Server 2003 Enterprise Edition','-141051309','2010-05-29 20:45'
'728342235','Windows Server 2003 Enterprise Edition (Polish)','743676536','2010-01-18 20:56'
'728342235','Windows Server 2003 R2 Enterprise Edition with SP2 - Disc 1','1016788110','2010-06-08 15:07'
'728342235','Windows Server 2003 R2 Enterprise Edition with SP2 - Disc 2','1016788111','2010-06-08 15:12'
'728342235','Windows Server 2008 Enterprise and Standard - DVD','-305993218','2010-05-28 16:00'
'728342235','Windows Vista Business DVD with SP1 (Polish)','12226889','2010-02-15 17:02'
'728342235','Windows XP Professional with SP3 (Single User) ISO Image','478464551','2010-05-18 11:47'
'728342235','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2009-11-26 19:11'
'333316388','Access 2003 (Polish)','-161877985','2009-04-01 11:46'
'333316388','IT Academy Course: Windows Client','-746540964','2009-10-11 10:49'
'333316388','Project Professional 2007 (Polish)','41195903','2009-03-27 12:20'
'333316388','Visio Professional 2007 (Polish)','1031840846','2009-05-28 10:37'
'333316388','Visual Studio 2005 Professional Edition CD1','53593363','2008-09-07 12:15'
'333316388','Visual Studio 2005 Professional Edition CD2','53593364','2008-09-07 12:15'
'333316388','Visual Studio 2008 Express Edition with SP1','-834545950','2008-11-22 22:57'
'333316388','Visual Studio 2008 SP1','227686903','2009-10-23 23:12'
'333316388','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-21 13:17'
'333316388','Windows Vista Business DVD','-792316006','2007-02-12 16:08'
'333316388','Access 2003 (Polish)','-161877985','2009-04-01 11:46'
'333316388','IT Academy Course: Windows Client','-746540964','2009-10-11 10:49'
'333316388','Project Professional 2007 (Polish)','41195903','2009-03-27 12:20'
'333316388','Visio Professional 2007 (Polish)','1031840846','2009-05-28 10:37'
'333316388','Visual Studio 2008 SP1','227686903','2009-10-23 23:12'
'333316388','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-10-21 13:17'
'333316388','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-08-25 12:40'
'-934049572','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-11-15 12:00'
'-934049572','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-02-23 10:51'
'707078142','Microsoft Robotics Developer Studio 2008 R2 Academic Edition','-744812013','2009-12-25 03:32'
'707078142','SQL Server 2008 Developer (x86 and x64) - DVD (English)','1044637119','2009-12-25 03:32'
'707078142','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-12-27 19:31'
'707078142','Visual Studio 2008 Team Foundation Server Workgroup Edition (x86 and x64 WoW) - DVD','-655174684','2009-12-24 14:00'
'707078142','Visual Studio 2010 Ultimate Beta 2 (x86) - DVD (English)','-806335909','2009-12-19 02:49'
'707078142','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-12-19 02:49'
'707078142','Windows Mobile 5.0 SDK for Smartphone','-347024690','2009-12-19 02:49'
'707078142','XNA Game Studio 3.1 - (English)','-541751906','2009-12-25 03:32'
'707078142','Expression Blend 2','852723393','2010-10-09 19:02'
'707078142','Microsoft Robotics Developer Studio 2008 R2 Academic Edition','-744812013','2009-12-25 03:32'
'707078142','SharePoint Designer 2010 (x86) - (English)','304114317','2010-12-08 22:16'
'707078142','SQL Server 2005 Express Edition','-827576414','2010-04-11 17:52'
'707078142','SQL Server 2008 Developer (x86 and x64) - DVD (English)','1044637119','2009-12-25 03:32'
'707078142','Visual C# 2005 Express Edition','343262486','2010-05-16 12:26'
'707078142','Visual Studio 2005 Standard Edition CD1','367652634','2010-05-16 12:22'
'707078142','Visual Studio 2005 Standard Edition CD2','367652635','2010-05-16 12:20'
'707078142','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2009-12-27 19:31'
'707078142','Visual Studio 2008 SP1','227686903','2010-04-15 02:46'
'707078142','Visual Studio 2008 Team Foundation Server Workgroup Edition (x86 and x64 WoW) - DVD','-655174684','2009-12-24 14:00'
'707078142','Visual Studio 2010 Ultimate (x86) - DVD (English)','114149812','2010-05-12 00:23'
'707078142','Visual Studio 2010 Ultimate Beta 2 (x86) - DVD (English)','-806335909','2009-12-19 02:49'
'707078142','Visual Studio Team System 2008 Team Suite (x86 and x64 WoW) - DVD','490723271','2010-03-29 23:47'
'707078142','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-12-19 02:49'
'707078142','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-12-08 22:16'
'707078142','Windows Mobile 5.0 SDK for Smartphone','-347024690','2009-12-19 02:49'
'707078142','Windows Server 2003 Enterprise Edition - 64 Bit','175148228','2010-03-29 22:38'
'707078142','Windows Server 2003 Enterprise Edition (Polish)','743676536','2010-04-10 11:47'
'707078142','Windows Server 2003 Standard Edition with SP1','321330240','2010-04-11 02:30'
'707078142','Windows Server 2008 R2 Standard- Enterprise, Datacenter, and Web (x64) - DVD (Polish)','708973098','2010-04-13 09:47'
'707078142','Windows Server 2008 Standard- Enterprise, and Datacenter with Service Pack 2 (x86) - DVD (Polish)','775674007','2010-04-13 10:01'
'707078142','Windows Vista Service Pack 2 and Windows Server 2008 Service Pack 2 (x86- x64, ia64) - DVD','-1047846010','2010-08-15 03:49'
'707078142','XNA Game Studio 3.1 - (English)','-541751906','2009-12-25 03:32'
'-961947558','MSDN Library for Visual Studio 2005 - CD1','832017012','2008-02-23 13:35'
'-961947558','MSDN Library for Visual Studio 2005 - CD2','832017013','2008-02-23 13:35'
'-961947558','MSDN Library for Visual Studio 2005 - CD3','832017014','2008-02-23 13:35'
'-961947558','MS-DOS 6.22','-144275286','2009-11-02 17:06'
'-961947558','Virtual PC 2007','212031266','2009-11-02 17:05'
'-961947558','Virtual PC 2007 64bit','912047082','2009-11-02 17:34'
'-961947558','Visual Studio 2005 Professional Edition CD1','53593363','2008-02-22 20:19'
'-961947558','Visual Studio 2005 Professional Edition CD2','53593364','2008-02-22 20:19'
'-961947558','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2008-10-14 21:13'
'-961947558','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-10-09 17:28'
'-961947558','Windows 7 Ultimate RC (x64) - DVD','-1000348516','2009-06-05 14:48'
'-961947558','Windows 7 Ultimate RC (x86) - DVD','806976280','2009-06-12 14:46'
'-961947558','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2007-12-06 17:03'
'-961947558','MS-DOS 6.22','-144275286','2009-11-02 17:06'
'-961947558','Virtual PC 2007','212031266','2009-11-02 17:05'
'-961947558','Virtual PC 2007 64bit','912047082','2009-11-02 17:34'
'-961947558','Visual C# 2005 Express Edition','343262486','2010-04-07 11:33'
'-961947558','Visual Studio 2010 Express (x86) - DVD (English)','13361025','2010-06-21 10:34'
'-961947558','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-10-09 17:28'
'-961947558','Windows 7 Professional (x64) - DVD (Polish)','543773184','2010-02-15 17:17'
'-961947558','Windows 7 Professional (x86) - DVD (Polish)','818369156','2010-07-07 13:50'
'-961947558','Windows 7 Ultimate RC (x64) - DVD','-1000348516','2009-06-05 14:48'
'-961947558','Windows 7 Ultimate RC (x86) - DVD','806976280','2009-06-12 14:46'
'-845008066','Windows XP Professional with SP2 (Single User) ISO Image (Polish)','464968375','2008-04-22 16:51'
'251006206','Virtual PC 2004','212031263','2007-05-17 09:08'
'251006206','Windows Vista Business DVD','-792316006','2007-01-04 21:22'
'995903873','MSDN Library for Visual Studio 2008 (x86 and x64 WoW) - DVD','-733998697','2008-11-04 01:34'
'995903873','Project Professional 2003','635651466','2008-10-02 22:47'
'995903873','Visual Studio 2008 Professional Edition (x86 and x64 WoW) - DVD','-363498825','2008-11-04 01:34'
'995903873','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-11-12 21:37'
'995903873','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-12 21:41'
'995903873','Windows XP Professional (Single User) ISO Image (Polish)','-717994646','2008-05-07 17:49'
'995903873','.NET Framework Version 2.0 Redistributable Package (x86)','-896787667','2010-01-27 21:24'
'995903873','Virtual PC 2007','212031266','2010-01-09 22:58'
'995903873','Windows 7 Professional (x64) - DVD (English)','-619337823','2009-11-12 21:37'
'995903873','Windows 7 Professional (x64) - DVD (Polish)','543773184','2009-11-12 21:41'
'995903873','Windows XP Professional with SP3 (Single User) ISO Image (Polish)','211870520','2010-02-16 14:20'
'-1046987260','Windows XP Professional (Single User)','-395031122','2007-11-06 15:09'
